,idx,txt,trans_txt
4411,4493,"꽃게 열량은 100g당 약 122kcal 정도로 높은 편은 아니지만, 나트륨을 다량 포함하고 있어 고지혈증이나 고혈압 환자의 경우 섭취량을 조절해야 한다.","꽃게는 100g당 약 122kcal로 열량은 높지 않지만, 고지혈증이나 고혈압 환자의 경우 나트륨 함량을 조절하여 섭취량을 제한해야 합니다."
4412,4494,꽃게와 상극인 궁합은?,꽃게와 상극인 궁합은 어떤가요?
4413,4495,꽃게는 찬 성질을 갖고 있는데 특히 감과 함께 섭취하면 설사와 복통을 유발한다.,꽃게는 감과 함께 섭취하면 설사와 복통을 유발하는 찬 성질을 가지고 있습니다.
4414,4496,"감의 타닌 성분이 꽃게의 단백질 소화 흡수를 방해해, 소화기 계통이 약한 사람이라면 주의가 요구된다.","만약 소화 체계가 약한 분이시라면, 감의 타닌 성분이 꽃게의 단백질 소화 흡수를 방해할 수 있으니 주의가 필요합니다."
4415,4497,"떫은 맛의 감뿐만 아니라 단감, 곶감에도 타닌 성분이 포함돼 있다.",감의 떫은 맛 뿐만 아니라 단감과 곶감에도 타닌이 함유돼 있습니다.
4416,4498,간장게장의 나트륨 섭취를 줄이는 방법은?,간장게장의 나트륨 섭취를 줄이는 방법은 무엇인지 알고 싶습니다.
4417,4499,"간장게장 250g 기준 나트륨 함량은 3,221mg에 달한다.","간장게장 250g에는 높은 나트륨 함량이 존재하여 3,221mg을 함유하고 있습니다."
4418,4500,"WHO의 하루 나트륨 섭취 권장 상한선인 2,000mg을 훌쩍 넘는 수치다.","이 숫자는 WHO의 하루 나트륨 섭취 권장 상한선인 2,000mg을 크게 넘어선 수치입니다."
4419,4501,"체내 나트륨 배출을 원활히 돕는 우유, 바나나, 토마토, 고구마와 같은 칼륨이 높은 식품을 섭취하는 것도 방법이다.","고객님께서는 우유, 바나나, 토마토, 고구마와 같은 식품을 먹으면 체내 나트륨을 원활히 배출할 수 있습니다."
4420,4502,"나트륨 외에 간장게장 섭취 시 주의점은?게를 가열하지 않고 섭취하기 때문에 대장균, 노로바이러스가 증식할 수 있어 식중독을 조심해야 한다.","간장게장을 가열하지 않고 먹을 경우, 식중독을 방지하기 위해서는 대장균과 노로바이러스 증식에 주의해야 합니다."
4421,4503,게장에서 이상한 냄새가 난다면 변질됐을 가능성이 크기 때문에 먹지 말아야 한다.,"만약 게장에서 이상한 냄새가 나면, 그것은 변질되었을 가능성이 높으므로 먹지 않는 것이 좋습니다."
4422,4504,꽃게를 찔 때 방향은?,"바로잡을 때, 꽃게를 찌르는 방향은 어떤 방향으로 해야하나요?"
4423,4505,"꽃게의 등딱지는 바닥, 배딱지는 위를 보게 놓아야 내장이 흘러내리지 않는다.","꽃게의 등딱지는 아래로, 배딱지는 위로되어야 내장이 안으로 흘러내리지 않습니다."
4424,4506,냉장 꽃게와 냉동 꽃게의 차이점은?,냉장 꽃게와 냉동 꽃게의 차이를 설명해드릴게요!
4425,4507,"냉장 꽃게는 이미 죽은 게를 냉장실에 보관한 것이고, 냉동 꽃게는 잡은 즉시 급속 냉동한 상태다.","냉장 꽃게는 이미 죽은 게를 냉장실에 보관하는 반면, 냉동 꽃게는 잡자마자 급속 냉동하는 상태입니다."
4426,4508,냉장 꽃게 신선도를 확인하는 방법은?,냉장 꽃게의 신선도를 확인하는 방법을 알려드리겠습니다.
4427,4509,꽃게 내장을 보면 확연히 구별된다.,꽃게 내장을 살펴보면 분명한 차이가 있어요.
4428,4510,신선한 꽃게 내장은 주황빛의 황색을 띠는 반면 냉장 보관한 꽃게의 내장은 녹색을 띤다.,"신선한 꽃게는 주황빛 황색 내장을 가지고 있고, 냉장 보관한 꽃게는 녹색 내장을 가지고 있습니다."
4429,4511,혹 내장이 검은색을 띤다면 냉장 보관이 길어져 신선하지 않은 것.,"만약 내장이 검은색을 띈다면, 냉장 보관 기간이 증가하여 신선도가 떨어질 수 있습니다."
4430,4512,냉동실에 얼려둔 꽃게를 해동하는 올바른 방법은?,올바른 방법으로 꽃게를 냉동 상태에서 해동하는 방법을 알려드릴게요.
4431,4513,냉동실의 꽃게를 꺼내 약 한나절 냉장실에서 자연 해동 후 바로 조리해 먹는 것이 좋다.,꽃게를 냉동실에서 꺼내서 약 한나절 동안 자연 해동한 후에 바로 조리해 드시는 것이 가장 좋습니다.
4432,4514,"급한 경우엔 흐르는 물에 해동할 수도 있지만, 따뜻한 물은 피해야 한다.","급한 경우에는 물에 해동해도 되지만, 뜨거운 물은 피하시는 것이 좋습니다."
4433,4515,따뜻한 물에 담가서 해동시킬 경우 비린내뿐만 아니라 신선도도 떨어진다.,"따뜻한 물로 해동시킬 때, 비린 냄새 뿐만 아니라 신선도도 감소합니다."
4434,4516,"올바른 게 세척법은?게는 모래와 같은 이물질이 많기 때문에 배딱지를 떼어내고, 다리 사이사이, 등딱지까지 솔을 이용해 꼼꼼하게 문질러 닦아야 한다.","게는 모래와 같은 이물질이 많아서 배딱지를 떼어내고 다리 사이사이, 등딱지까지 솔로 꼼꼼하게 문질러 닦아야 합니다."
4435,4517,"등딱지는 쇠숟가락 끝을 끼워 쉽게 벌릴 수 있고, 게딱지 안의 시꺼먼 모래주머니도 제거하는 것이 좋다.게 껍데기는 어떻게 처리해야 할까?","등딱지는 쇠숟가락으로 쉽게 벌릴 수 있고, 게딱지 내부의 모래주머니도 깨끗하게 제거하는 것이 좋습니다. 또한, 게 껍데기는 어떻게 처리해야 하는지 궁금하십니까?"
4436,4518,"꽃게를 포함한 갑각류의 껍데기는 음식물이 아닌, 밀봉 후 일반 쓰레기로 배출해야 한다.","밀봉 후 일반 쓰레기로 버리는 것이 맞으니, 꽃게와 같은 갑각류의 껍데기도 그렇게 처리해주세요."
4437,4520,배딱지를 열어둔 채로 게를 차곡차곡 엎어 물기를 뺀다. ③,배딱지를 열어 둔 채로 게를 차곡차곡 엎어서 물기를 제거합니다.
4438,4521,냄비에 물 15컵을 붓고 잘 우러나도록 대추 30g을 살짝 찢어 넣는다.,"냄비에 15컵의 물을 넣고, 대추 30g을 조금 찢어 넣어주세요."
4439,4522,"두툼하게 썬 양파와 대파 뿌리, 사과, 다시마, 마늘, 건홍고추, 황기를 넣고 센 불로 한소끔 끓이다 포르르 끓어오르면 중불로 낮춰 30분을 더 끓인다. ④","양파, 대파 뿌리, 사과, 다시마, 마늘, 건홍고추, 황기를 함께 넣고 센 불로 한번 끓이고, 포르르 끓어오르면 중불로 낮춰 30분 동안 더 끓입니다."
4440,4523,깨끗한 면포에 끓인 재료들을 한번 거른다. ⑤,"끓인 재료들을 건져서, 깨끗한 면포에 한번 거른다."
4441,4524,"절반으로 졸여진 육수를 다시 냄비에 담고 양조간장, 매실액, 소주, 사이다를 넣고 센 불에서 한소끔 끓인 후 보글보글 끓어오르면 불을 끄고 차갑게 식힌다.","냄비에 절반으로 줄인 육수를 담고, 양조간장, 매실액, 소주, 사이다를 넣어 센 불에서 한번 끓인 후 끓어오른 상태에서 불을 꺼내어 식힙니다."
4442,4525,"참고로 단맛을 내는 사이다를 넣는 이유는 껍데기를 부드럽게 만들고, 비린 맛과 떫은맛을 없애기 위해서다. ⑥","사이다를 사용하는 이유는 껍데기를 부드럽게 만들고, 비린 맛과 떫은 맛을 없애기 위해 편리하게 제공합니다."
4443,4526,손질한 꽃게에 남은 물기를 마저 닦은 후 용기에 차곡차곡 담는다.,"손질한 꽃게에 남은 물기를 완벽하게 닦은 후, 용기에 정성스럽게 담아 드립니다."
4444,4527,이때 배딱지 부분이 위를 향하게 담아야 꽃게의 진액과 살이 국물에 빠져나가지 않는다. ⑦,"이 된장국에 꽃게가 들어가 있을 때, 배딱지 부분은 위를 향하도록 담으면, 꽃게의 진액과 살이 국물에 빠져나가지 않아요."
4445,4528,차갑게 식힌 간장물을 부은 후 채 썬 양파와 레몬 그리고 어슷 썬 청양고추를 넣고 냉장고에서 3일간 숙성한다. ⑧,"간장물에 차갑게 식힌 후 양파, 레몬, 청양고추를 함께 넣어서 3일간 냉장고에서 숙성시킵니다."
4446,4529,"3일 숙성된 간장게장을 바로 먹어도 되지만, 한층 숙성된 맛을 느끼려면 한번 더 일련의 과정을 반복한다.","3일 숙성된 간장게장을 즉시 섭취할 수 있지만, 최상의 맛을 경험하기 위해서는 추가 단계를 한 번 더 따라야 합니다."
4447,4530,게를 제외한 숙성된 간장물을 체에 걸러 한소끔 끓여준 후 차갑게 식혀 다시 게에 부어준다.,간장물을 걸러서 끓인 후 식힌 다음 게에 부어드립니다.
4448,4531,냉장고에서 3일을 더 숙성시키면 짜지 않고 맛있는 간장게장을 맛볼 수 있다.,3일 더 냉장고에 보관하면 짠 맛 없이 맛있는 간장게장을 경험하실 수 있습니다.
4449,4533,어른용 수저로 된장 2큰술을 가득 퍼서 육수에 풀어준다. ③,손님이 편안하게 사용할 수 있는 어른용 수저로 된장을 가득 퍼서 육수에 풀어드립니다.
4450,4534,솔을 이용해 꽃게 구석구석을 문질러 흐르는 물에 깨끗이 헹군다.,꽃게를 깨끗하게 헹구기 위해 솔로 각각의 구석을 문질려 흐르는 물에 헹군다.
4451,4535,"한 손으로 등딱지, 다른 손으로 배딱지를 잡아 있는 힘껏 벌려 아가미를 떼고 그 자리를 솔로 깨끗이 세척한다. ④",아가미를 힘들게 벌려서 등딱지와 배딱지를 잡은 후 깨끗하게 세척합니다.
4452,4536,"육수팩을 건져내고, 4토막 낸 게를 넣어 끓인다.","제품 향상을 위해 육수팩을 제거하고, 고객의 편의를 위해 4토막을 넣고 끓입니다."
4453,4537,"이때 국물이 너무 졸았으면 물을 조금 더 첨가하고, 고춧가루, 양파, 홍고추, 풋고추, 그리고 대파를 어슷 썰어 넣는다.","If the soup boils too much, add a little more water and finely chop gochugaru, onions, red pepper, green pepper, and scallions to put in."
4454,4538,간을 보고 싱거우면 소금으로 조절한다. ⑤,원하시는 맛을 위해 소금으로 간을 조절해드립니다!
4455,4539,"먹기 직전에 쑥갓, 미나리를 얹고 살짝 숨이 죽을 정도로 끓인 후 맛있게 먹는다","먹기 전에 쑥갓과 미나리를 얹어 가볍게 끓이고, 그 후에 맛있게 즐기는 방법입니다."
4456,4540,"단잠에 빠진 시간,무언가 열심히내 피부를 가꿔준다면?","한 번 눈을 감고 일어나면, 단잠 시간동안 열심히 피부를 개선해주는 제품을 찾아보세요!"
4457,4541,내가 숙면하는 동안 슬리핑 팩이동화 속 요정처럼부를 회복시키고수분을 보충해준다.,슬리핑 팩은 숙면 동안 요정처럼 부를 회복시키고 수분을 보충해주는 것입니다.
4458,4542,숙면으로 안티에이징 효과를며칠 밤잠을 설치면 피부에서부터 티가 난다.,"잠을 충분히 자는 것은 안티에이징에 도움이 되며, 일주일 동안 잠을 설치지 않으면 피부에 피로 표시가 나타납니다."
4459,4543,피붓결이 푸석푸석해지고 안색이 나빠지는 것.,피부 결림이 줄어들고 피부 상태가 개선되어 얼굴 색깔이 좋아지는 것입니다.
4460,4544,"반대로 충분히 숙면을 하면, 수면 호르몬인 멜라토닌이 낮 동안 쌓인 활성산소를 제거하고 멜라닌 색소의 활동을 막아 맑은 피부를 되살릴 수 있다.","만약 충분한 수면을 취한다면, 멜라토닌이 낮 동안 쌓인 활성산소를 제거하고 피부를 더욱 맑게 만들어주는 멜라닌 색소의 활동을 억제할 수 있습니다."
4461,4545,피부를 위한 숙면 가이드① 피부에 직접 닿는 베개는 순면 등 피부에 자극이 없는 소재로 선택한다.,베개는 순면 등 피부에 자극이 없는 소재로 선택하는 것이 좋습니다.
4462,4546,자주 빨고 건조해 위생적으로 관리하는 것도 중요하다.②,자주 빨아서 위생적으로 관리하는 것이 고객에게 친화적이다.
4463,4547,빛을 최대한 차단한다.,빛을 완전히 차단하도록 도와드립니다.
4464,4548,밝은 환경에서는 멜라토닌 분비가 감소해 수면의 질이 떨어진다.,밝은 조명이 아닌 어둡고 조용한 환경에서 자는 것이 좋은 수면의 질을 더 높여줄 수 있습니다.
4465,4549,밖에서 빛이 들어오는 환경이라면 암막 커튼이나 수면안대를 이용해 깊이 잠들 수 있도록 환경을 조성한다.③,외부의 빛이 들어오는 환경에서도 깊이잠들 수 있도록 암막 커튼이나 수면안대를 사용하여 환경을 조성해드립니다.
4466,4550,잠자리에 들기 전 최적의 숙면 컨디션을 준비한다.,고객 여러분이 쾌적한 잠을 자기 위해 무엇을 해야 하는지 알려드립니다.
4467,4551,"취침 1시간 전부터 조명을 어둡게 하고, 과식, 과도한 운동은 삼가며 몸과 마음을 느긋하게 한다.","""Please take care of your body and mind by dimming the lights one hour before bedtime, avoiding overeating and excessive exercise. Stay relaxed and peaceful."""
4468,4552,목욕이나 샤워 역시 잠들기 1시간 이전에 마치는 게 좋다.,목욕이나 샤워는 잠들기 1시간 전에 완료하는 것이 좋습니다.
4469,4553,높아진 체온이 1시간가량 서서히 내려가면서 숙면에 들게끔 유도한다,고객들이 편안한 수면을 위해 체온이 서서히 내려가는 것을 유도합니다.
